head,relation,tail
升力,needs,固定机翼
升力,needs,控制
升力,needs,活动机翼
升力,needs,补偿
升力,needs,飞机
升力损失,needs,升力
升力损失,needs,机翼
升力补偿,needs,增大
升阻比,needs,结构重量
单-双折叠翼变体飞行器,needs,平面外形设计
单-双折叠翼变体飞行器,needs,空间
单-双折叠翼变体飞行器,needs,飞机
卸载,needs,上偏
卸载,needs,下偏
卸载,needs,控制
压力分布,needs,关注
压力分布,needs,展向
压力分布,needs,机翼
厚度,needs,14-15%
厚度,needs,位置
厚度,needs,机翼
厚度,needs,机翼弦长
双翼气动特性,needs,上机翼
双翼气动特性,needs,机翼弦长
双翼气动特性,needs,略小于
双翼气动特性,needs,考虑
发展,needs,跑道
变体,needs,7×10^5
变体,needs,代价
变体,needs,作动器
变体,needs,作动器力
变体,needs,作动器直接驱动
变体,needs,副翼偏转
变体,needs,力和力矩
变体,needs,力矩
变体,needs,升力
变体,needs,变体飞行器
变体,needs,变展长
变体,needs,增大
变体,needs,失速
变体,needs,安放
变体,needs,安装
变体,needs,容积
变体,needs,平面设计参数
变体,needs,数量级
变体,needs,方面代价
变体,needs,机构
变体,needs,机构结构
变体,needs,机翼
变体,needs,气动力
变体,needs,气动力驱动变体
变体,needs,活动机翼
变体,needs,空间
变体,needs,空间代价
变体,needs,连杆
变体,needs,重量代价
变体,needs,铰链力矩
变体,needs,飞机
变体,needs,飞行高度
变体,needs,驱动
变体包线,needs,变体过程
变体包线,needs,平面形状
变体包线,needs,控制方式
变体包线,needs,机翼
变体包线,needs,飞机
变体控制,needs,关注
变体控制,needs,升力
变体控制,needs,卸载
变体过程,needs,增大
同时,needs,飞行高度
后掠角,needs,考量
后掠角,needs,设计参数
固定机翼,needs,变体控制
固定机翼,needs,尺度
固定机翼,needs,机翼设计参数
固定机翼,needs,飞机
基础,needs,上偏
基础,needs,下偏
基础,needs,控制
基础,needs,机翼
基础,needs,流动特性
基础,needs,设计
基础,needs,飞机
大展弦,needs,代价
大展弦,needs,发展
大展弦,needs,变展长变体方案
失效,needs,飞行高度
学科,needs,协调
学科,needs,方案
尺度,needs,机翼结构方案
展弦比,needs,同时
展弦比,needs,机翼
展弦比,needs,结构重量
平面形状,needs,机翼
应用,needs,空气动力学模型
应用,needs,飞机
开口,needs,U型槽
开口,needs,使用
开口,needs,机翼结构方案
形式,needs,作动器
形式,needs,变体
形式,needs,同时
形式,needs,驱动
折叠翼,needs,下单翼
折叠翼,needs,单翼状态
折叠翼,needs,安放
折叠翼,needs,连杆
折叠翼,needs,飞机
方案,needs,关注
无人机,needs,空间
最大升力系数,needs,关注
最大升力系数,needs,失速攻角
最大升力系数,needs,当上机翼
最大升力系数,needs,机翼
未来,needs,关注
未来,needs,变体
未来,needs,效应
未来,needs,气动弹性
机场,needs,发展
机场,needs,变展长变体技术
机场,needs,应用背景
机场,needs,环境
机场,needs,美国空军
机场,needs,起降
机场,needs,跑道
机构,needs,位置
机构,needs,安放
机构,needs,空间
机构,needs,连杆
机翼,needs,使用
机翼,needs,关注
机翼,needs,副翼偏转
机翼,needs,同时
机翼,needs,尺度
机翼,needs,开口
机翼,needs,机翼结构方案
机翼,needs,气动弹性
机翼,needs,结构重量
机翼,needs,连杆
机翼升力,needs,上偏
机翼厚度,needs,增大
机翼尺寸,needs,力矩
机翼尺寸,needs,增大
机翼尺寸,needs,飞机
机翼弦向,needs,关注
机翼弦向,needs,机翼
机翼结构,needs,传力路径
机翼结构,needs,安放
机翼结构,needs,连杆
构型,needs,单翼状态
构型,needs,变体过程
构型,needs,考虑
构型,needs,飞机
梢根比,needs,考量
比较,needs,升力
比较,needs,卸载
比较,needs,飞机
气动力,needs,副翼偏转
气动力,needs,升力
气动力,needs,工况
气动力,needs,控制
气动力驱动,needs,作动器直接驱动
气动力驱动,needs,变体
气动力驱动,needs,铰链力矩
气动特性,needs,机翼
气动特性,needs,流动特性
气动特性,needs,设计
波音737,needs,空间
波音737,needs,起降
波音737,needs,跑道
波音737,needs,领域
活动机翼,needs,上偏
活动机翼,needs,升力
活动机翼,needs,卸载
活动机翼,needs,变体包线
活动机翼,needs,固定机翼
活动机翼,needs,飞机
流动特性,needs,关注
流动特性,needs,升力分布
流动特性,needs,展向
流动特性,needs,机翼
激波阻力,needs,平直无后掠
稳定,needs,副翼
稳定,needs,升力
稳定,needs,机翼
稳定,needs,舵效
空间起降,needs,变展长变体技术
空间起降,needs,应用背景
第二,needs,变体过程
第二,needs,气动力变化
第二,needs,规律
第二,needs,飞机
结构设计,needs,变体
结构设计,needs,布置
结构设计,needs,机构
结构设计,needs,设计方案
翼型,needs,14-15%
翼型,needs,机翼
翼型,needs,机翼弦长
翼展,needs,空间
翼展,needs,跑道
航母,needs,变展长变体技术
航母,needs,美国军队
舰载,needs,U-2
舰载,needs,美国军队
蒙皮,needs,U型槽
蒙皮,needs,使用
蒙皮,needs,尺度
蒙皮,needs,开口
蒙皮,needs,机翼结构方案
要求,needs,单翼状态
要求,needs,尺寸
要求,needs,连杆
要求,needs,重量
要求,needs,飞机
设计,needs,侵占
设计,needs,平衡
设计,needs,机翼容积
设计,needs,气动效率
设计,needs,结构重量
设计,needs,考虑
设计约束,needs,变体包线
设计需求,needs,代价
设计需求,needs,发展
起降,needs,环境
起降,needs,美国空军
距离,needs,飞机
连杆,needs,14-15%
连杆,needs,传递
连杆,needs,增大
连杆,needs,安放
连杆,needs,尺度
连杆,needs,开口
连杆,needs,弯矩
连杆,needs,机翼升力
连杆,needs,空间
部位,needs,增大
部署,needs,U-2
部署,needs,美国军队
部署,needs,高空
重力,needs,副翼偏转
重力,needs,升力
重力,needs,固定机翼
重力,needs,补偿
重量,needs,力矩
长度,needs,考量
长度,needs,节中
长度,needs,设计参数
长航时飞行器,needs,代价
长航时飞行器,needs,发展
长航时飞行器,needs,变展长变体方案
长航时飞行器,needs,美国空军
阻力,needs,关注
阻力,needs,升力中心
阻力,needs,变体过程
阻力,needs,飞机
面积,needs,升力
面积,needs,卸载
面积,needs,增大
飞机,needs,结构重量
飞机设计,needs,双翼布局
飞机设计,needs,气动性能
飞行,needs,副翼
飞行,needs,升力
飞行,needs,机翼
飞行包线,needs,变体包线
飞行包线,needs,变体过程
飞行包线,needs,考虑
飞行包线,needs,飞机
飞行器总体设计,needs,设计目标
飞行控制,needs,活动机翼
飞行控制,needs,连接点
飞行控制,needs,连杆
飞行控制系统,needs,控制
飞行控制系统,needs,攻角总改变量
飞行控制系统,needs,范围
飞行速度,needs,力矩
飞行速度,needs,增大
驱动,needs,7×10^5
驱动,needs,作动器
驱动,needs,作动器力
驱动,needs,克服
驱动,needs,升力
驱动,needs,失速
驱动,needs,气动力驱动变体
驱动,needs,活动机翼
驱动方式,needs,副翼
驱动方式,needs,副翼作动器
驱动方式,needs,增强
变后掠翼,originates_from,世纪
变后掠翼,originates_from,第一
布局,originates_from,NASA
布局,originates_from,其一
布局,originates_from,变体
布局,originates_from,美国航空航天局
布局,originates_from,连接翼
机翼结构重量,originates_from,其一
连接翼,originates_from,NASA
连接翼,originates_from,美国航空航天局
重量,originates_from,其一
重量,originates_from,变体
重量,originates_from,机构
非定常气动力,originates_from,方向
非定常气动力,originates_from,活动机翼
非定常气动力,originates_from,运动
飞机,originates_from,世纪
飞机,originates_from,变后掠翼
飞机,originates_from,第一
飞机,originates_from,飞行器
公转,provides,控制
副翼,provides,一侧
副翼,provides,力和力矩
副翼,provides,变体
副翼,provides,控制
副翼,provides,机翼
副翼作动器,provides,克服
副翼作动器,provides,铰链力矩
副翼偏转,provides,变体
副翼偏转,provides,气动力
副翼偏转,provides,气动力矩
包线,provides,力和力矩
包线,provides,变体
升限,provides,升力
变体过程,provides,变体
变体过程,provides,推力
变体过程,provides,气动力
变体过程,provides,气动力矩
变体过程,provides,需求
固定机翼,provides,偏转
固定机翼,provides,副翼
固定机翼,provides,升力
固定机翼,provides,变体过程
基础,provides,单-双折叠翼变体飞行器
基础,provides,机翼结构设计方案
大展弦,provides,单-双折叠翼变体飞行器
大展弦,provides,思路
应用,provides,指导
总体设计方法研究,provides,指导
机翼,provides,一侧
机翼,provides,升力
机翼,provides,控制
梁式机翼,provides,单-双折叠翼变体飞行器
梁式机翼,provides,机翼结构设计方案
气动设计,provides,指导
活动机翼,provides,副翼
活动机翼,provides,升力
活动机翼,provides,变体
活动机翼,provides,变体过程
约束,provides,升力
结构设计,provides,指导
缺点,provides,思路
自由度,provides,一侧
自由度,provides,控制
范围,provides,力和力矩
范围,provides,变体
设计,provides,双翼
设计,provides,指导
设计,provides,流场结构
飞机,provides,升力
飞机,provides,单-双折叠翼变体飞行器
飞机,provides,变体过程
飞机,provides,思路
飞机,provides,机翼结构设计方案
飞行控制系统,provides,图像信息
飞行控制系统,provides,姿态
飞行控制系统,provides,摄像头
飞行控制系统,provides,遥控器
飞行过程,provides,升力
1%,reduces,重量
30%,reduces,一半
30%,reduces,收益
30%,reduces,起降翼展
3D打印树脂,reduces,同时
3D打印树脂,reduces,强度
3D打印树脂,reduces,结构重量
40%,reduces,5%
40%,reduces,最大起飞重量
45%,reduces,力矩
45%,reduces,变体过程
45%,reduces,扭转
上下机翼,reduces,损失
上偏,reduces,略小于
上偏,reduces,运动
上偏,reduces,重力
上偏,reduces,驱动机翼
上机翼,reduces,0.7m
上机翼,reduces,上翼
上机翼,reduces,下机翼
上机翼,reduces,双翼
上机翼,reduces,增强
上机翼,reduces,弦长
上机翼,reduces,阻力
下偏,reduces,下机翼
下偏,reduces,副翼偏转角度
下偏,reduces,升力线斜率
下偏,reduces,活动机翼
下机翼,reduces,上机翼
下机翼,reduces,升力线斜率
下机翼,reduces,双翼整体
下机翼,reduces,增强
下机翼,reduces,失速
下机翼,reduces,实际攻角
下机翼,reduces,弯度
下机翼,reduces,整体
下机翼,reduces,机翼
下机翼,reduces,诱导阻力
下机翼,reduces,零升攻角
世纪,reduces,1975年
两点,reduces,50%起降翼展
两点,reduces,变体
两点,reduces,增重
两点,reduces,机构
优化,reduces,20%
优化,reduces,40%
优化,reduces,副翼偏转
优化,reduces,变体
优化,reduces,机构
优化,reduces,机翼结构重量
优化,reduces,诱导阻力
优化,reduces,负载
优化,reduces,重量成本
优化,reduces,阻力
位置,reduces,作用
位置,reduces,力矩
位置,reduces,受力
位置,reduces,变体过程
位置,reduces,扭转
位置,reduces,机翼弯矩
位置,reduces,连杆
低压区,reduces,上机翼
低压区,reduces,升力线斜率
低压区,reduces,整体
低压区,reduces,机翼
作动器,reduces,传递
作动器,reduces,机构
作动器,reduces,气动力矩
作动器,reduces,连杆
作动器直接驱动,reduces,变体
作动器直接驱动,reduces,数量级
作动器直接驱动,reduces,空间
作动器直接驱动,reduces,重量
使用,reduces,同时
使用,reduces,结构重量
使用,reduces,阻力
侵占,reduces,航程
侵占,reduces,飞机
停放,reduces,翼展
停放,reduces,面积
全机,reduces,减阻
全机,reduces,大展弦
全机,reduces,效果
全球鹰,reduces,50%起降翼展
公转角,reduces,控制
公转角,reduces,难度
前文,reduces,考量
前文,reduces,计算
前时,reduces,双翼整体
前时,reduces,弯度
前时,reduces,零升攻角
前者,reduces,攻角
前者,reduces,翼型弯度
前者,reduces,翼尖
副翼,reduces,副翼偏转
副翼,reduces,副翼偏转角度
副翼,reduces,活动机翼
副翼,reduces,略小于
副翼,reduces,计算
副翼,reduces,重力
副翼,reduces,阻力
副翼偏转,reduces,梢根比
升力,reduces,50%
升力,reduces,位置
升力,reduces,前者
升力,reduces,副翼
升力,reduces,升力中心
升力,reduces,升力分布
升力,reduces,变体包线
升力,reduces,固定机翼
升力,reduces,奥斯瓦尔德因子
升力,reduces,损失
升力,reduces,机翼
升力,reduces,机翼展长
升力,reduces,机身
升力,reduces,椭圆形
升力,reduces,气动负载
升力,reduces,活动机翼
升力,reduces,活动机翼副翼
升力,reduces,略小于
升力,reduces,翼尖
升力,reduces,要求
升力,reduces,运动
升力,reduces,重力
升力,reduces,锁定
升力,reduces,需求
升力,reduces,飞机
升力,reduces,驱动机翼
升力系数,reduces,翼尖失速
升力线斜率,reduces,上机翼
升力线斜率,reduces,实际攻角
升力线斜率,reduces,零升攻角
升力补偿,reduces,副翼偏转角度
升力补偿,reduces,活动机翼
升力补偿,reduces,活动机翼副翼
升力补偿,reduces,面积
升力面,reduces,低速性能
升力面,reduces,起降翼展
升力面,reduces,起飞速度
升力面,reduces,飞机
单-双折叠翼变体飞行器,reduces,50%
单-双折叠翼变体飞行器,reduces,单翼构型
单-双折叠翼变体飞行器,reduces,大展弦
单-双折叠翼变体飞行器,reduces,翼尖失速
单-双折叠翼变体飞行器,reduces,翼展
单-双折叠翼变体飞行器,reduces,计算
单-双折叠翼变体飞行器,reduces,飞机
单翼,reduces,50%
单翼,reduces,一半
单翼构型,reduces,50%
单翼构型,reduces,一半
单翼构型,reduces,上下机翼
单翼构型,reduces,升力
单翼构型,reduces,半翼展
单翼构型,reduces,同时
单翼构型,reduces,干扰损失
单翼构型,reduces,机翼
单翼状态,reduces,一半
单翼状态,reduces,翼展
卸载,reduces,副翼
卸载,reduces,升力
卸载,reduces,变体包线
卸载,reduces,梢根比
卸载,reduces,需求
卸载,reduces,飞机
原准机,reduces,飞机
原准机,reduces,飞行包线
原理验证机,reduces,一半
原理验证机,reduces,半翼展
原理验证机,reduces,同时
参数,reduces,代价
参数,reduces,变体
参数,reduces,折叠翼
参数,reduces,气动效率
参数,reduces,诱导阻力
双翼,reduces,50%
双翼,reduces,帮助
双翼,reduces,诱导阻力
双翼,reduces,零升攻角
双翼布局,reduces,1975年
双翼布局,reduces,双翼
双翼布局,reduces,性能
双翼整体,reduces,零升攻角
双翼构型,reduces,50%
双翼构型,reduces,同时
双翼构型,reduces,起降
双翼状态,reduces,一半
双翼状态,reduces,翼展
双翼状态,reduces,诱导阻力
双翼状态,reduces,飞机
发展,reduces,气动最优展弦比
受力,reduces,变体
受力,reduces,变形
受力,reduces,连杆
受力,reduces,飞机稳定性
变体,reduces,2kg
变体,reduces,30%
变体,reduces,一半
变体,reduces,代价
变体,reduces,全机
变体,reduces,变体飞行器
变体,reduces,展长
变体,reduces,巡航性能
变体,reduces,控制
变体,reduces,最大起飞重量
变体,reduces,机场
变体,reduces,机构
变体,reduces,机翼
变体,reduces,机翼面积
变体,reduces,活动机翼
变体,reduces,翼展
变体,reduces,航母
变体,reduces,起降翼展
变体,reduces,起飞总重
变体,reduces,连杆
变体,reduces,难度
变体,reduces,飞机
变体,reduces,飞机稳定性
变体包线,reduces,活动机翼副翼
变体包线,reduces,面积
变体技术,reduces,50%起降翼展
变体技术,reduces,RQ-4A
变体技术,reduces,代价
变体技术,reduces,航程
变体技术,reduces,起降翼展
变体方式,reduces,代价
变体方式,reduces,副翼铰
变体方式,reduces,变体
变体方式,reduces,气动力驱动变体
变体过程,reduces,50%
变体过程,reduces,副翼
变体过程,reduces,气动负载
变体过程,reduces,活动机翼
变体飞行器,reduces,50%
变体飞行器,reduces,代价
变体飞行器,reduces,变体
变体飞行器,reduces,翼展
变体飞行器,reduces,能力
变展长变体技术,reduces,50%起降翼展
变展长变体技术,reduces,变体
变形,reduces,气象条件
变形,reduces,起降
同时,reduces,25%
同时,reduces,30%
同时,reduces,作用
同时,reduces,抗弯
同时,reduces,机翼弯矩
同时,reduces,纲位置参数
同时,reduces,结构重量
同时,reduces,翼尖
同时,reduces,航程
同时,reduces,起降翼展
后掠,reduces,翼展
后掠,reduces,面积
困难,reduces,使用
困难,reduces,几何模型
困难,reduces,简化
困难,reduces,计算
固定机翼,reduces,升力
固定机翼,reduces,梢根比
固定机翼,reduces,活动机翼
固定机翼,reduces,活动机翼副翼
基础,reduces,一半
基础,reduces,起降翼展
增大,reduces,失速
增大,reduces,提升
增大,reduces,激波阻力
增大,reduces,诱导阻力
增大,reduces,飞机
增大,reduces,飞行性能
多段,reduces,弯矩
多段,reduces,机身根部
多段,reduces,负载
多段,reduces,飞机
大地,reduces,升阻比
大地,reduces,诱导阻力
大地,reduces,飞机
大展弦,reduces,升力
大展弦,reduces,提升
大展弦,reduces,气动效率
大展弦,reduces,航程
大展弦,reduces,诱导阻力
大展弦,reduces,飞机
奥斯瓦尔德因子,reduces,帮助
奥斯瓦尔德因子,reduces,诱导阻力
实际攻角,reduces,上机翼
实际攻角,reduces,下机翼
实际攻角,reduces,升力线斜率
实际攻角,reduces,失速
实际攻角,reduces,零升攻角
小幅,reduces,发展
小幅,reduces,端板效应
小幅,reduces,翼尖涡
小幅,reduces,连杆
小幅度,reduces,双翼
小幅度,reduces,气动性能
小幅度,reduces,阻力
尺寸,reduces,重量
展向升力分布,reduces,好处
展向升力分布,reduces,梢根比
展向升力分布,reduces,诱导阻力
展向流动,reduces,升力系数
展向流动,reduces,诱导阻力
展向流动,reduces,飞机
展弦比,reduces,20%
展弦比,reduces,前者
展弦比,reduces,升力
展弦比,reduces,升力损失
展弦比,reduces,增大
展弦比,reduces,损失
展弦比,reduces,机翼结构重量
展弦比,reduces,气动效率
展弦比,reduces,航程
展弦比,reduces,诱导阻力
展弦比,reduces,趋势
展弦比,reduces,阻力
展弦比,reduces,飞机
巡航翼展,reduces,25%
巡航翼展,reduces,30%
巡航翼展,reduces,一半
巡航翼展,reduces,收益
巡航翼展,reduces,起降翼展
差动,reduces,副翼差动
布局,reduces,20%
布局,reduces,机翼结构重量
幅度,reduces,气象条件
幅度,reduces,起降
幅度,reduces,飞行
干扰,reduces,50%
干扰,reduces,升力中心
干扰,reduces,升力线斜率
干扰损失,reduces,升力
干扰损失,reduces,损失
平面形状,reduces,受力
平面形状,reduces,气动负载
平面形状,reduces,活动机翼
平面形状,reduces,连杆
应用,reduces,50%起降翼展
应用,reduces,RQ-4A
应用,reduces,航程
开口,reduces,阻力
弦长,reduces,0.7m
弦长,reduces,上下机翼
弦长,reduces,上翼
弦长,reduces,力矩
弦长,reduces,升力分布
弦长,reduces,变体过程
弦长,reduces,小于
弦长,reduces,干扰
弦长,reduces,扭转
弦长,reduces,机翼
弦长,reduces,椭圆形
弦长,reduces,纲位置参数
弦长,reduces,翼尖
弦长,reduces,连杆
弯度,reduces,零升攻角
当上,reduces,活动机翼
当上,reduces,重力
性能,reduces,代价
性能,reduces,变体技术
性能,reduces,未来
截面,reduces,抗弯
截面,reduces,抗扭性能
截面,reduces,机翼结构重量
截面,reduces,结构重量
扭矩,reduces,刚度
扭矩,reduces,强度
扭矩,reduces,连杆
扭矩,reduces,铰链
扭转,reduces,攻角
扭转,reduces,翼尖
扭转角,reduces,40%
折叠翼,reduces,一半
折叠翼,reduces,展长
折叠翼,reduces,机翼
折叠翼,reduces,机翼面积
折叠翼,reduces,起降翼展
折叠翼,reduces,飞机
损失,reduces,起降翼展
损失,reduces,起飞速度
损失,reduces,飞机
控制,reduces,传递
控制,reduces,机翼升力
控制,reduces,连杆
提升,reduces,帮助
提升,reduces,诱导阻力
摩擦阻力,reduces,增大
摩擦阻力,reduces,气动最优展弦比
支撑翼布局,reduces,展弦比
支撑翼布局,reduces,机翼
支撑翼布局,reduces,负载
收益,reduces,代价
收益,reduces,变体
收益,reduces,变体技术
收益,reduces,变体飞行器
收益,reduces,未来
收益,reduces,飞行器总体设计
收益代价,reduces,50%起降翼展
收益代价,reduces,变体
收益代价,reduces,增重
收益代价,reduces,小于
攻角,reduces,翼型弯度
攻角,reduces,翼尖
整体,reduces,零升攻角
无量纲位置参数,reduces,上下机翼
无量纲位置参数,reduces,升力
无量纲位置参数,reduces,干扰
无量纲位置参数,reduces,损失
时间,reduces,50%
最大升力系数,reduces,双翼
最大升力系数,reduces,气动性能
最大升力系数,reduces,阻力
木材,reduces,同时
木材,reduces,强度
木材,reduces,结构重量
机构,reduces,传递
机构,reduces,变体
机构,reduces,气动负载
机构,reduces,活动机翼
机构,reduces,连杆
机构,reduces,重量成本
机构,reduces,飞机稳定性
机翼,reduces,升力中心
机翼,reduces,升力系数
机翼,reduces,升力线斜率
机翼,reduces,变体过程
机翼,reduces,好处
机翼,reduces,抗弯
机翼,reduces,抗扭性能
机翼,reduces,机翼弯矩
机翼,reduces,梢根比
机翼,reduces,气动效率
机翼,reduces,气动负载
机翼,reduces,活动机翼
机翼,reduces,结构重量
机翼,reduces,翼展
机翼,reduces,航程
机翼,reduces,诱导阻力
机翼,reduces,连杆
机翼,reduces,面积
机翼,reduces,飞机
机翼上表面,reduces,升力线斜率
机翼上表面,reduces,整体
机翼上表面,reduces,机翼
机翼升力,reduces,变体过程
机翼升力,reduces,气动负载
机翼升力,reduces,活动机翼
机翼厚度,reduces,单-双折叠翼变体飞行器
机翼厚度,reduces,后掠角
机翼后方,reduces,零升攻角
机翼折叠变体,reduces,起降翼展
机翼折叠变体,reduces,飞机
机翼面积,reduces,飞机
材料,reduces,阻力
构型,reduces,端板效应
构型,reduces,翼尖涡
构型,reduces,连杆
柔性蒙皮,reduces,阻力
梢根比,reduces,升力
梢根比,reduces,活动机翼副翼
梢根比,reduces,结构重量
梢根比,reduces,翼根弯矩
梢根比,reduces,要求
梢根比,reduces,诱导阻力
梢根比,reduces,飞机
概念,reduces,50%
概念,reduces,变体
概念,reduces,翼展
气动,reduces,攻角
气动,reduces,翼尖
气动力,reduces,变体
气动力,reduces,机构
气动力,reduces,连杆
气动力矩,reduces,受力
气动力矩,reduces,变体
气动力矩,reduces,机构
气动力矩,reduces,连杆
气动力驱动,reduces,50%
气动力驱动变体,reduces,代价
气动力驱动变体,reduces,变体
气动力驱动变体,reduces,方面代价
气动外形,reduces,副翼偏转
气动外形,reduces,阻力
气动特性,reduces,变体过程
气动特性,reduces,气动负载
气动特性,reduces,活动机翼
气动特性,reduces,考虑
气动设计,reduces,副翼偏转
气动设计,reduces,变体
气动设计,reduces,机构
气动设计,reduces,负载
气动负载,reduces,40%
气动负载,reduces,副翼
气动负载,reduces,受力
气动负载,reduces,变体过程
气动负载,reduces,增强
气动负载,reduces,最大起飞重量
气动负载,reduces,要求
气动负载,reduces,连杆
气动负载,reduces,重量成本
活动机翼,reduces,40%
活动机翼,reduces,副翼
活动机翼,reduces,受力
活动机翼,reduces,变体过程
活动机翼,reduces,固定机翼
活动机翼,reduces,增强
活动机翼,reduces,气动负载
活动机翼,reduces,略小于
活动机翼,reduces,要求
活动机翼,reduces,连杆
活动机翼,reduces,重力
活动机翼,reduces,重量成本
活动机翼,reduces,需求
活动机翼内侧,reduces,50%
活动机翼内侧,reduces,升力中心
活动机翼内侧,reduces,机翼展长
活动机翼副翼,reduces,副翼差动
流场,reduces,升力线斜率
滑行,reduces,翼展
燃油,reduces,作用
燃油,reduces,性能
燃油,reduces,机翼弯矩
燃油,reduces,航程
燃油,reduces,飞机
燃油携带,reduces,全球鹰
燃油携带,reduces,展弦比
燃油携带,reduces,航程
燃油携带,reduces,飞机
电推杆,reduces,2kg
电推杆,reduces,全机
略小于,reduces,扭转
直线作动器,reduces,2kg
矛盾,reduces,单-双折叠翼变体飞行器
矛盾,reduces,后掠角
矩形,reduces,好处
矩形,reduces,梢根比
程度,reduces,代价
程度,reduces,受力
程度,reduces,变体
程度,reduces,变体过程
程度,reduces,折叠翼
程度,reduces,连杆
空间成本,reduces,副翼
空间成本,reduces,气动负载
空间成本,reduces,活动机翼
空间成本,reduces,要求
端板效应,reduces,发展
端板效应,reduces,翼尖涡
简化,reduces,双翼
简化,reduces,考量
简化,reduces,计算
简化,reduces,连杆
纤维复合材料,reduces,结构重量
纲位置参数,reduces,上下机翼
纲位置参数,reduces,升力
纲位置参数,reduces,干扰
纲位置参数,reduces,损失
结构设计,reduces,受力
结构设计,reduces,连杆
翼尖,reduces,上下机翼
翼尖,reduces,升力分布
翼尖,reduces,干扰
翼尖,reduces,损失
翼尖,reduces,机翼
翼尖,reduces,气象条件
翼尖,reduces,纲位置参数
翼尖,reduces,翼型弯度
翼尖,reduces,翼尖失速
翼尖负担,reduces,变体过程
翼尖负担,reduces,机翼升力
翼尖负担,reduces,活动机翼
翼展,reduces,50%
翼展,reduces,上下机翼
翼展,reduces,刚度
翼展,reduces,干扰损失
翼展,reduces,机翼
翼展,reduces,转动惯量
翼展,reduces,飞机
翼根弯矩,reduces,结构重量
翼载荷,reduces,飞机
翼载荷,reduces,飞行包线
自由度,reduces,传递
自由度,reduces,控制
自由度,reduces,连杆
自由度,reduces,难度
自转角,reduces,控制
航母,reduces,翼展
航母起降,reduces,20米
航母起降,reduces,50%
航程,reduces,性能
航程,reduces,飞机
要求,reduces,同时
要求,reduces,操纵性能
要求,reduces,起降
要求,reduces,飞机
计算,reduces,使用
计算,reduces,简化
计算,reduces,考量
计算,reduces,连杆
设计,reduces,升力系数
设计,reduces,变体
设计,reduces,机构
设计,reduces,气动负载
设计,reduces,活动机翼
设计,reduces,翼尖
设计,reduces,翼尖失速
设计,reduces,舵面偏转
诱导阻力系数,reduces,趋势
诱导阻力系数,reduces,零升阻力系数
诱导阻力系数,reduces,飞机
负载,reduces,变体
负载,reduces,机构
负载,reduces,空间成本
负载,reduces,重量成本
起降翼展,reduces,20米
起降翼展,reduces,50%
跑道宽度,reduces,同时
跑道宽度,reduces,起降
跑道宽度,reduces,飞机
距离,reduces,上机翼
距离,reduces,下机翼
距离,reduces,增强
转动惯量,reduces,刚度
转动惯量,reduces,强度
转动惯量,reduces,抗侧风
转动惯量,reduces,机翼
转动惯量,reduces,气象条件
转动惯量,reduces,起降
转动惯量,reduces,飞行
载荷分布,reduces,20%
连杆,reduces,使用
连杆,reduces,受力
连杆,reduces,变体
连杆,reduces,变形
连杆,reduces,端板效应
连杆,reduces,计算
连杆,reduces,重量
重量,reduces,活动机翼
重量代价,reduces,50%起降翼展
重量代价,reduces,RQ-4A
重量成本,reduces,2kg
重量成本,reduces,5%
重量成本,reduces,8%
重量成本,reduces,全机
重量成本,reduces,副翼
重量成本,reduces,最大起飞重量
重量成本,reduces,气动负载
重量成本,reduces,活动机翼
间距,reduces,诱导阻力
难度,reduces,传递
难度,reduces,弯矩
难度,reduces,机翼升力
难度,reduces,连杆
零升阻力,reduces,减阻
零升阻力,reduces,单翼构型
零升阻力,reduces,大展弦
零升阻力,reduces,效果
飞机,reduces,50%
飞机,reduces,一半
飞机,reduces,上下机翼
飞机,reduces,刚度
飞机,reduces,增大
飞机,reduces,强度
飞机,reduces,性能
飞机,reduces,机翼
飞机,reduces,活动机翼副翼
飞机,reduces,结构重量
飞机,reduces,航程
飞机,reduces,诱导阻力
飞机,reduces,趋势
飞机,reduces,阻力
飞机,reduces,零升阻力系数
飞机,reduces,面积
飞机,reduces,飞行包线
飞机设计,reduces,变体
飞机设计,reduces,折叠翼
飞行器,reduces,增大
飞行器,reduces,气动最优展弦比
飞行器设计,reduces,诱导阻力
飞行控制,reduces,变体过程
飞行控制,reduces,机翼升力
飞行控制,reduces,活动机翼
高压区,reduces,机翼
高空,reduces,增大
高空,reduces,气动最优展弦比
1%,satisfies,单-双折叠翼变体飞行器
1%,satisfies,受力
1%,satisfies,变体
1%,satisfies,机翼尺寸
15-20%,satisfies,变体
15-20%,satisfies,需求
22度,satisfies,要求
U型槽,satisfies,变体
U型槽,satisfies,需求
上下机翼间距,satisfies,几何关系
上下机翼间距,satisfies,固定机翼
上下机翼间距,satisfies,机翼外露部分
上下机翼间距,satisfies,连杆长度
上机翼,satisfies,机身
上机翼,satisfies,约束
上机翼,satisfies,高度
使用,satisfies,安放
全机,satisfies,使用
全机,satisfies,单-双折叠翼变体飞行器
全机,satisfies,机翼尺寸
全机,satisfies,要求
几何外形,satisfies,使用
几何外形,satisfies,升力分布
几何外形,satisfies,变体
几何外形,satisfies,安装
几何外形,satisfies,机构
几何外形,satisfies,气动力驱动变体
几何外形,satisfies,舵效
几何外形,satisfies,飞机
刚度,satisfies,弯矩
刚度,satisfies,扭矩
刚度,satisfies,约束
